		
		
		
		
		
Page Name	Entity URL	Description
"Calma" All day Bar-Coffe shop	https://www.facebook.com/127538883975226	Το Calma All day Bar-Coffe shop προέκυψε από την, προ 7ετιάς, ανακαίνιση ενός άμεσα αναγνωρίσιμου χώρου, που αποτελούσε μια ολόκληρη στην ιστορία της Οιχαλίας, της καφετερίας Εναλλάξ. Το ανανεωμένο Calma Cafe είναι ένα όραμα και μία δημιουργία ενός ανθρώπου με μεράκι και πολυετή πείρα στον χώρο, του ιδιοκτήτη και υπεύθυνου του καταστήματος, Φώτη Χαλού.  Στην προσεγμένη διακόσμηση του καταστήματος κυρίαρχο ρόλο έχει το ξύλο, ενώ η χρήση γήινων χρωμάτων σε συνδυασμό με τον απαλό φωτισμό και... τις προσωπικές πινελιές του ιδιοκτήτη έχουν σαν αποτέλεσμα ο χώρος να αποπνέει μια θετική αύρα όπου ο πελάτης μπορεί να κάνει μία παύση από τους γρήγορους ρυθμούς της καθημερινής ζωής. Εδώ κανείς μπορεί να απολαύσει τον καφέ του από νωρίς το πρωί, να γευτεί ζεστά και κρύα σάντουιτς και να νιώσει την γλύκα του ολόφρεσκου γλυκού. Το βράδυ, μέσα σε ένα ζεστό και όμορφο περιβάλλον μπορεί κανείς να χαλαρώσει απολαμβάνοντας ένα ποτό ή ένα ποτήρι κρασί από την πλούσια κάβα του μαγαζιού ή προσωπικής παραγωγής του ιδιοκτήτη. Σήμα κατατεθέν του μαγαζιού είναι οι μουσικές επιλογές που σου δημιουργούν ένα αίσθημα χαλάρωσης και σε ταξιδεύουν. Επίσης εδώ μπορεί κανείς να σερφάρει στο Internet μέσω δωρεάν ασύρματου δικτύου καθώς και να παρακολουθήσει ποδοσφαιρικούς και όχι μόνο αγώνες στις μεγάλες οθόνες που είναι τοποθετημένες εκεί. Στα θετικά του καταστήματος και ενδεικτικό της άνεσης που προσφέρει ο χώρος είναι και το target group στο οποίο απευθύνεται, που αποτελείται από άτομα κάθε ηλικίας!
CCD - Cafe Coffe D@y	https://www.facebook.com/106833332687734	
Starbucks	https://www.facebook.com/22092443056	Our story began in 1971. Back then we were a roaster and retailer of whole bean and ground coffee, tea and spices with a single store in Seattle’s Pike Place Market. Today, we are privileged to connect with millions of customers every day with exceptional products and more than 17,000 retail stores in over 55 countries.
Starbucks Frappuccino	https://www.facebook.com/19958618010	Starbucks Frappuccino | Facebook
Starbucks Coffee	https://www.facebook.com/102173739824936	Starbucks Corporation is a global coffee company and coffeehouse chain based in Seattle, Washington. Starbucks is the largest coffeehouse company in the world, with 20,366 stores in 61 countries, including 13,123 in the United States, 1,299 in Canada, 977 in Japan, 793 in the United Kingdom, 732 in China, 473 in South Korea, 363 in Mexico, 282 in Taiwan, 204 in the Philippines, and 164 in Thailand.Starbucks sells hot and cold drinks, coffee beans, salads, hot and cold sandwiches, sweet pastries, snacks, and items such as mugs and tumblers. Through the Starbucks Entertainment division and Hear Music brand, the company also markets books, music, and film. Many of the company's products are seasonal or specific to the locality of the store. Starbucks-brand ice cream and coffee are also offered at grocery stores.From Starbucks' founding in 1971 in Seattle as a local coffee bean roaster and retailer, the company has expanded rapidly. In the 1990s, Starbucks was opening a new store every workday, a pace that continued into the 2000s. The first store outside the United States or Canada opened in the mid-1990s, and overseas stores now constitute almost one third of Starbucks' stores. The company planned to open a net of 900 new stores outside of the United States in 2009, but has announced 300 store closures in the United States since 2008.HistoryThe first Starbucks opened in Seattle, Washington, on March 30, 1971 by three partners: English teacher Jerry Baldwin, history teacher Zev Siegl, and writer Gordon Bowker. The three were inspired by coffee roasting entrepreneur Alfred Peet, whom they knew personally, to sell high-quality coffee beans and equipment. Originally the company was to be called Pequod after a whaling boat from Moby-Dick but this name was rejected by some of the co-founders. The company was instead named after the chief mate on the Pequod, Starbuck.
Starbucks UK	https://www.facebook.com/164232989253	
Starbucks Philippines	https://www.facebook.com/225073057924	
Starbucks Canada	https://www.facebook.com/145621403662	
Starbucks France	https://www.facebook.com/188336880869	
Starbucks Thailand	https://www.facebook.com/170412482765	
Starbucks Hong Kong	https://www.facebook.com/125996429705	
Starbucks	https://www.facebook.com/146822288674504	
Starbucks India	https://www.facebook.com/412938118755623	
The Starbucks girl;	https://www.facebook.com/160860467261554	
Starbucks Switzerland	https://www.facebook.com/109009849127197	
Starbucks Singapore	https://www.facebook.com/191921700135	
StarBucks	https://www.facebook.com/170969316296093	obiettivo? nhαα il nostro obbiettivo siete voi <3
Starbucks Österreich	https://www.facebook.com/110026335682724	
Starbucks Greece	https://www.facebook.com/176952182348201	Από το 1971, τα Starbucks έχουν δεσμευθεί για τη συγκομιδή και το καβούρδισμα, μέσα από ηθικές διαδικασίες, της καλύτερης ποιότητας καφέ ποικιλίας Arabica παγκοσμίως. Το 2012, συμπληρώνοντας 41 χρόνια λειτουργίας και με καταστήματα σε όλο τον κόσμο, τα Starbucks είναι ο κυρίαρχος προμηθευτής και πωλητής εξαιρετικής ποιότητας καφέ παγκοσμίως.  Στην Ελλάδα, μέσα σε σχεδόν 10 χρόνια λειτουργούμε με 38 καταστήματα Starbucks σε Αθήνα, Θεσσαλονίκη, Κρήτη - Ηράκλειο &  Χανιά, Μύκονο και Ρόδο. Αποτελούμε «το Τρίτο Μέρος», το χώρο ανάμεσα στη δουλειά και το σπίτι, όπου μοιραζόμαστε καθημερινά μια μοναδική εμπειρία, τη Starbucks Εμπειρία, και δεσμευόμαστε να σας δίνουμε πάντα το τέλειο. Από κορυφαίας τεχνολογίας μηχανές καφέ που παρασκευάζουν τέλειες δόσεις εσπρέσο, και τις ειδικές κανάτες όπου βράζουμε το φρέσκο γάλα στον ατμό μέχρι να αποκτήσει βελούδινη υφή, έως την εκπαίδευση των barista και τον 100% Fairtrade Espresso, δεσμευόμαστε ότι το κάθε ρόφημά που προσφέρουμε στους πελάτες μας θα είναι πάντα τέλειο! Αν δεν είναι όπως ακριβώς το θέλετε, εμείς θα το ξαναφτιάξουμε.
Starbucks	https://www.facebook.com/146700392017363	
Starbucks Australia	https://www.facebook.com/156205527725881	Starbucks Coffee Company Australia opened the doors to its first store in July 2000 in Sydney’s CBD.  To date, Starbucks Australia has 22 coffee houses in Sydney, Brisbane, the Gold Coast, the Sunshine Coast and Melbourne.  All of our Espresso is 100% Fairtrade certified.
Starbucks El Salvador	https://www.facebook.com/157476630946250	Sta. Elena: Lu-Ju 6AM-11PM, Vi 6AM-1AM, Sa 7AM - 11 PM,  Do 7AM-11PM.   La Gran Vía: Lu-Ju 8AM-11PM, Vi-Sa 8AM-1AM, Do 8AM-11PM.   Galerías: Lu-Sa 8AM-9PM, Do 9AM-11PM. Multiplaza: Do-Ju 8AM-10PM, Vi-Sa 8AM-12AM.
Starbucks Česká republika	https://www.facebook.com/103358809697830	Starbucks v České republice působí od ledna 2008, v současné době má 13 kaváren v Praze a jednu kavárnu v Ostravě. Kavárny Starbucks nabízí všem zákazníkům jedinečný požitek s každým šálkem kávy.
Starbucks	https://www.facebook.com/145641922133473	
Starbucks Refreshers	https://www.facebook.com/478096435553893	I just want you to know that I am just a fan of Starbucks Refreshers, there is not an official page as of yet.  I cannot offer you coupons, discounts, prizes or anything of that sort.  I'm just here to show my appreciation of Starbucks Refreshers.
Starbucks Ireland	https://www.facebook.com/152739671699	
Starbucks Magyarország	https://www.facebook.com/105385392843571	
Starbucks Belgium	https://www.facebook.com/270211198921	Antwerpen Central Station: mo - thu: 6am - 9pm fri: 6am - 10pm sa: 7am - 10pm Su: 7am - 9pm  Brussels Central Station: mo - thu: 6am - 9pm fri: 6am - 10pm sa: 7am - 10pm Su: 7am - 9pm  Ghent Sint Pieters Station: mo - thu: 6am - 9pm fri: 6am - 10pm sa: 7am - 10pm Su: 7am - 9pm  Ghent Korenmarkt mo - fri: 8am - 9pm sa: 9am - 10pm Su: 9am - 9pm  Brussels Airport - Public Zone: 7/7 - 24/24  Brussels Airport -  A terminal:  7/7 - 5.00am - 8.30pm  Brussels Airport - B-terminal:  7/7 -  5:00 - 20:30  Brussels North Station: 7/7 - 6:00 - 20:00  Brugge station: mo - fri: 6am - 9pm sa & su: 7am - 9pm    
Starbucks Guatemala	https://www.facebook.com/186044614769348	Horarios :  Lunes a jueves 7:00 - 22:00  Viernes y sábado  7::00 - 23:00  Domingo   8:00 - 22:00
Starbucks Nederland	https://www.facebook.com/444925530458	Openingstijden Starbucks vestigingen Nederland  Amsterdam, 'The Bank', Rembrandtplein elke dag:     07:00 - 22:00   Amsterdam, Beethovenstraat 36-38: ma t/m vrij:   07:00- 19:00 za t/m zo:     08:00 -  19:00  Amsterdam Station Bijlmer Arena: ma t/m vrij:   07:00 - 20:00 za t/m zo:    11:00 -  18:00  Amsterdam Centraal Station:  elke dag:      05:00 - 01:00  Amsterdam Centraal Station, Spoor 2B: ma t/m wo: 07:00 - 21:00 do t/m za:  07.00 - 22:00 za:  09:00 - 19:00  Amsterdam Station Sloterdijk:  ma t/m wo: 06:30 - 20:00 do t/m vrij:  06.30 - 20:30 za:  07:00 - 20:00 zo:  09:00 - 19:00 Coffee seminar: elke laatste dinsdag van de maand van 16:30 - 17:30  Amsterdam Station Sloterdijk Kiosk: ma t/m vr: 07:00 - 15:00 za:  gesloten zo:  gesloten  Amsterdam, Leidsestraat 101:  ma t/m do:  07:00 - 23:30 vr t/m zo:  07.00 - 00.30  Amsterdam Station Zuid: ma t/m vr:     06:30 - 21:00  za:                 08:00 - 20:00 zo:                 09:00 - 19:00     Amsterdam, Double Tree by Hilton ma t/m vr:     06:30 - 21:00   za & zo:         07:00 - 21:00   Arnhem Station: ma t/m wo:   06:30 - 21:00 do t/m vrij:   06:30 - 22:00 za:                08:00 - 22:00 zo:                08.30 - 22.00  Den Haag Centraal Station:   ma t/m vr:   06:00 - 21:30 za:               07:00 - 00:00 zo:               07:00 - 21:30  De Meern: ma t/m vr:     06:00 - 22:00   za & zo:         07:00 - 22:00   Groningen Station: ma t/m wo:   06:30 - 21:00 do t/m vrij:   06:30 - 22:00 za:                07:00 - 22:00 zo:                08.30 - 22.00   Hilversum Station: ma t/m wo:    07:00 – 20:00 do:                07:00 – 21:00 vr:                 07:00 – 22:00  za:                 08:30 – 19:00 zo:                 08:30 – 28:00  Leiden Centraal Station:   ma t/m vr:  06:30 - 22:00 za:  07:00 - 22:00 zo: 08:00 - 22:00 Coffee seminar: elke derde zondag van de maand van 15:00 - 16:00   Meerkerk ma t/m zo      6:00 - 22:00   Nijmegen station: ma t/m wo:   06:30 - 21:00 do t/m vrij:   06:30 - 22:00 za:                07:00 - 22:00 zo:                08:00 - 21:00  Schiphol Plaza (voor de douane): elke dag en nacht geopend  Schiphol Aankomst 4 (voor de douane): elke dag:      07:00 - 22:00  Schiphol D-pier (na de douane); elke dag:      06:00 - 21:00  Schiphol Lounge 1 (na de douane): elke dag en nacht geopend  Schiphol Lounge 3 (na de douane): elke dag:       06:00 - 21:00  Utrecht Centraal Station:  ma:               06:00 - 00:00 di                  06:00 - 01:00 wo:               05:00 - 01:00 do:                05:00 - 02:00 vrij:               04:00 - 02:00 za:                07:00 - 22:00 zo:                08:00 - 21:00  Utrecht Centraal Station Jaarbeurszijde:        ma t/m wo:   07:00 - 21:00 do t/m vrij:   07:00 - 22:00 za:                08:30 - 21:00 zo:                09:00 - 21:00  Utrecht HGB IV ma t/m vr:     07:00 - 18:00 Coffee seminar: elke laatste donderdag van de maand van 16:30 - 17:30   
Di Bella Coffee India	https://www.facebook.com/246071502102749	Founded in 2002 by Phillip Di Bella, Di Bella Coffee was created with the mission to assist our customers experience the perfect coffee every time - "The Ultimate Coffee Experience". Combined with our signature coffee blends and the ability to "inspire passion", we are recognised as the fastest-growing and most awarded coffee company in Australia.  Today, Di Bella Coffee has over 1200 wholesale and retail outlets globally (Australia, New Zealand, China and India), which serve more than 2.2 Million cups of coffee per week. We continue to develop the market both nationally and internationally working on all the elements to create "The Ultimate Coffee Experience": the constant pursuit of premium quality beans, the development of rich full-flavoured blends, the use of the finest coffee machinery and the education of the coffee processes.
CBD Coffee By Di Bella	https://www.facebook.com/230125786998063	
Thank you Di Bella Coffee House  for bringing  back porridge	https://www.facebook.com/231679043525522	
Costa Coffee	https://www.facebook.com/124310790964800	A DROP OF HISTORY IN EVERY CUP  Costa coffee was first poured on our shores in 1971 at 9 Newport Street, London, by Sergio and Bruno Costa. Today, just a few metres away from where they first set up, the Costa Roastery produces the same unique Mocha Italia blend that the Costa brothers worked so hard to create.  THE PERFECT COMBINATION  When you walk into a Costa store you'll notice it's different to other coffee shops. First of all, there's the warm and welcoming atmosphere. Then the great range of authentic coffee drinks. Next the Ferrari of coffee machines. And finally, the most passionate and well trained baristas around. It's this unique combination that makes us stand out from the others, and we're incredibly proud of it.  THE MOST IMPORTANT INGREDIENT IN A CUP OF COFFEE  Hand-making a cup of coffee is an art. It takes time and skill to perfect. That's why every single barista, in every single Costa store is professionally trained in the art of coffee by our experts. It's a little thing, but it makes a big difference, because it means you'll get a perfect cup of Costa coffee every time. 
Costa Coffee Egypt	https://www.facebook.com/209568855723232	A DROP OF HISTORY IN EVERY CUP  Costa coffee was first poured on our shores in 1971 at 9 Newport Street, London, by Sergio and Bruno Costa. Today, just a few metres away from where they first set up, the Costa Roastery produces the same unique Mocha Italia blend that the Costa brothers worked so hard to create.  GLOBAL GREAT TASTE  Did you know that Costa is now in no less than 25 countries! And here they are, deep breaths!  Bahrain Bulgaria China Cyprus Czech Republic Egypt Greece Hungary India Ireland Jordan Kuwait  Latvia Lebanon Montengro Oman Poland Portugal Qatar Russia Saudi Arabia Serbia Syria UAE United Kingdom  THE PERFECT COMBINATION  When you walk into a Costa store you'll notice it's different to other coffee shops. First of all, there's the warm and welcoming atmosphere. Then the great range of authentic coffee drinks. Next the Ferrari of coffee machines. And finally, the most passionate and well trained baristas around. It's this unique combination that makes us stand out from the others, and we're incredibly proud of it.  THE MOST IMPORTANT INGREDIENT IN A CUP OF COFFEE  Hand-making a cup of coffee is an art. It takes time and skill to perfect. That's why every single barista, in every single Costa store is professionally trained in the art of coffee by our experts. It's a little thing, but it makes a big difference, because it means you'll get a perfect cup of Costa coffee every time. 
Costa Coffee Ireland	https://www.facebook.com/170355686348170	FOR COFFEE LOVERS House Rules: http://www.facebook.com/costacoffeeireland?sk=info
Costa Coffee UAE	https://www.facebook.com/205862182757884	A DROP OF HISTORY IN EVERY CUP  Costa coffee was first poured on our shores in 1971 at 9 Newport Street, London, by Sergio and Bruno Costa. Today, just a few metres away from where they first set up, the Costa Roastery produces the same unique Mocha Italia blend that the Costa brothers worked so hard to create.  GLOBAL GREAT TASTE  Did you know that Costa is now in no less than 25 countries! And here they are, deep breaths!  Bahrain Bulgaria China Cyprus Czech Republic Egypt Greece Hungary India Ireland Jordan Kuwait  Latvia Lebanon Montengro Oman Poland Portugal Qatar Russia Saudi Arabia Serbia Syria UAE United Kingdom  THE PERFECT COMBINATION  When you walk into a Costa store you'll notice it's different to other coffee shops. First of all, there's the warm and welcoming atmosphere. Then the great range of authentic coffee drinks. Next the Ferrari of coffee machines. And finally, the most passionate and well trained baristas around. It's this unique combination that makes us stand out from the others, and we're incredibly proud of it.  THE MOST IMPORTANT INGREDIENT IN A CUP OF COFFEE  Hand-making a cup of coffee is an art. It takes time and skill to perfect. That's why every single barista, in every single Costa store is professionally trained in the art of coffee by our experts. It's a little thing, but it makes a big difference, because it means you'll get a perfect cup of Costa coffee every time. 
Costa Coffee Serbia	https://www.facebook.com/132785030126829	KAP TRADICIJE U SVAKOJ ŠOLJICI  Costa kafa prvi put sipana je u šoljicu daleke 1971. u ulici Newport broj 9, u Londonu. Danas, samo nekoliko metara od mesta gde su braća Serđo i Bruno Costa osnovali Costa Coffee, nalazi se Costa pržionica koja proizvodi istu onu jedinstvenu Mocha Italia mešavinu na čijem stvaranju su braća tako posvećeno radila.  SVETSKI DOBAR UKUS  Da li ste znali da Costa sada postoji u više od 25 zemalja! Evo i koje su, udahnite i krenite da čitate! Bahrein Bugarska Crna Gora Češka republika Egipat Grčka Indija Irska Jordan Katar Kina Kipar Kuvajt Letonija Liban Mađarska Oman Poljska Portugal Rusija Saudijska Arabija Sirija Srbija Ujedinjeni Arapski Emirati Velika Britanija  SAVRŠENA KOMBINACIJA  Čim uđete u Costa Coffee kafeteriju primetićete da se razlikuje od ostalih. Pre svega, tu su prijatan ambijent i topla atmosfera dobrodošlice. Zatim, očekuje Vas bogat izbor jedinstvenih napitaka od kafe. Slede vrhunska oprema i najbolji kafe aparati. I da ne zaboravimo, imamo najposvećenije i najbolje obučene majstore kafe, bariste koji sa strašću pripremaju svaku šoljicu kafe. Ova jedinstvena kombinacija izdvaja nas od ostalih i na to smo izuzetno ponosni.  NAJVAŽNIJI SASTOJAK U ŠOLJICI KAFE  Ručno pripremanje kafe je umetnost. Potrebni su vreme i veština da biste je usavršili. Zato je svaki naš barista, u svakoj Costa Coffee kafeteriji, profesionalno obučen veštinama vrhunskih majstora kafe. Možda deluje kao sitnica, ali pravi veliku razliku, jer vam garantuje da ćete svaki put dobiti savršenu šoljicu Costa kafe.  COSTA COFFEE KAFETERIJE   SRBIJA   BEOGRAD COSTA 67 / Delta City / 011/2203-822 COSTA Bulevar kralja Aleksandra 80 / 011/3863-687 COSTA Bulevar kralja Aleksandra 208 / 011/2424-347 COSTA Goce Delčeva 34 / 011/311-5588 COSTA JDP / Kralja Milana 52 / 011/2658-208 COSTA Mileševska 2 / 011/3087-695 COSTA Njegoševa 45 / 011/3836-855 COSTA Vladimira Popovića 38 / 011/711-7202 COSTA Autoput Subotica - Beograd E-75 COSTA Delta Sport HQ / M. Popovića 7v / 011/2012-869 COSTA TC Vidikovac/Kneza Višeslava 63/ 011/356-4636 COSTA Blokovi / Jurija Gagarina 28 / 011/2283-857 COSTA Banovo brdo / Požeška 83 / 011/3541-457 COSTA Zemun / Gospodska 19 / 011/2610-195 COSTA Centar / Čika Ljubina 9 / 011/2620-092 COSTA Voždovac / Vojvode Stepe 194 / 011/3970-123 COSTA Zeleni venac / Zeleni venac 2 / 011/218-4808  NIŠ  Trg kralja Milana 6 / 018/249-356, 018/249-358  KOPAONIK Sunčani vrhovi, konak Brvenik-L2/ 036/471-478  JAGODINA Kneginje Milice 3/ 035/224-498  KRAGUJEVAC Daničićeva 2/ 034/355-626  OBRENOVAC M. Obrenovića 135a/ 011/8724-807   CRNA GORA  PODGORICA  Cetinjski put bb / +38281410875 Aerodrom Podgorica / +38220653104 COSTA VECTRA/ Bulevar Sv. Petra Cetinjskog bb / +38268840110  TIVAT Aerodrom Tivat / costa.tivat@deltacoffee.rs / 85320 Tivat     
Costa Coffee India	https://www.facebook.com/206502032710356	A DROP OF HISTORY IN EVERY CUP  Costa coffee was first poured on our shores in 1971 at 9 Newport Street, London, by Sergio and Bruno Costa. Today, just a few metres away from where they first set up, the Costa Roastery produces the same unique Mocha Italia blend that the Costa brothers worked so hard to create.  GLOBAL GREAT TASTE  Did you know that Costa is now in no less than 25 countries! And here they are, deep breaths!  Bahrain Bulgaria China Cyprus Czech Republic Egypt Greece Hungary India Ireland Jordan Kuwait  Latvia Lebanon Montengro Oman Poland Portugal Qatar Russia Saudi Arabia Serbia Syria UAE United Kingdom  THE PERFECT COMBINATION  When you walk into a Costa store you'll notice it's different to other coffee shops. First of all, there's the warm and welcoming atmosphere. Then the great range of authentic coffee drinks. Next the Ferrari of coffee machines. And finally, the most passionate and well trained baristas around. It's this unique combination that makes us stand out from the others, and we're incredibly proud of it.  THE MOST IMPORTANT INGREDIENT IN A CUP OF COFFEE  Hand-making a cup of coffee is an art. It takes time and skill to perfect. That's why every single barista, in every single Costa store is professionally trained in the art of coffee by our experts. It's a little thing, but it makes a big difference, because it means you'll get a perfect cup of Costa coffee every time. 
Costa Coffee Greece	https://www.facebook.com/101572099936684	Το 1971 οι Ιταλοί αδελφοί Bruno και Sergio Costa στο Λονδίνο, στην περιοχή Lambeth, έστησαν το δικό τους καφεκοπτείο.  Στην αρχή οι αδελφοί Costa εργάζονταν ως παραγωγοί και χονδρέμποροι, προμηθεύοντας τα αριστοκρατικά εστιατόρια και τα εξειδικευμένα καταστήματα, ώσπου σύντομα έχτισαν την φήμη τους για την αφοσίωση τους στην άριστη ποιότητα του προϊόντος τους. Το 1978 αποφάσισαν να δημιουργήσουν το πρώτο  coffee boutique στην Vauxhall Bridge Road του Λονδίνου.  Η συγκεκριμένη ιδέα γνώρισε τεράστια επιτυχία, και ώθησε τους αδελφούς Costa στην επέκταση των coffee boutiques και στην ανάθεση της λειτουργίας τους σε Ιταλούς συγγενείς και φίλους. Από την ημέρα λειτουργίας του πρώτου καταστήματος μέχρι και σήμερα, χρησιμοποιείται η ίδια παραδοσιακή μέθοδος αργού καβουρντίσματος (18-22 λεπτά) των κόκκων καφέ, προσφέροντας το γευστικό και γεμάτο αρώματα χαρμάνι ‘’Mocha Italia’’, από 6 κόκκους Arabica και 1 Robusta.   Οι συγκεκριμένοι κόκκοι περνάνε άλλες 27 δοκιμασίες για να ειναι εγγυημένα οι πιο καλοί. Tο 100% του καφέ που χρησιμοποιείται για να φτιαχτεί το μοναδικό χαρμάνι ‘’Mocha Italia’’ προέρχεται απο παραγωγούς πιστοποιημένους απο την Rainforest Alliance.  Ψάχνουν να βρούν τον καφέ σε κάθε γωνιά της γής, όπου είναι πάντα εκεί ένας ειδικός για να διασφαλίσει οτι μόνο οι καλύτεροι κόκκοι καφέ θα φτάσουν στο φλυτζάνι σας. Ο Genaro Pellicia είναι ο Coffee Maestro των Costa. Κάθε παρτίδα περνάει πάντα απο αυτον έτσι ώστε εγγυάται η πραγματικά καλή ποιότητα. Η γλώσσα του μπορεί να ανιχνεύσει και την πιο μικρή ατέλεια, γι’αυτό ασφαλίστηκε απο την Lloyd’s για 10 εκατομμύρια στερλίνες! 
Costa Coffee, Protaras	https://www.facebook.com/156800154371865	
Costa Coffee Hungary	https://www.facebook.com/408552609195633	EGY CSEPP TÖRTÉNELEM MINDEN CSÉSZÉBEN  Az első Costa kávét 1971-ben töltötték ki a Costa fivérek Londonban, a Newport Street 9. szám alatt.  Ma az onnan egy lépésnyire lévő Costa Pörkölőüzem ugyanazt az utánozhatatlan Mocha Italia kávékeveréket gyártja, amit a Costa fivérek áldozatos munkával megalkottak.  TÖKÉLETES KOMBINÁCIÓ  Ha bemész egy Costába, észre fogod venni, hogy miben különbözik más kávézóktól. Egyrészt meleg és szívélyes fogatatásban lesz részed, másrészt nagyszerű, autentikus kávéital-választékkal várunk, amelyek csúcsminőségű kávégépeken készülnek. Végül pedig az itt dolgozó lelkes és magasan képzett baristák. Mindezek kombinációja különböztet meg minket a többiektől, és erre mérhetetlenül büszkék vagyunk.  IGAZI KÁVÉ, IGAZI BARISTÁK  A kézzel készült kávé – művészet. Időt és hozzáértést igényel. Ezért nálunk valamennyi Costa kávézóban kizárólag olyan baristák dolgoznak, akik magas színvonalú, professzionális képzés során sajátították el a tökéletes kávé elkészítésének művészetét.  Néhány adat a vállalatról  1300 angliai és 600 nemzetközi kávézójával a Costa igazi sikertörténet, és a további üzletnyitásaival a hálózat folyamatosan növekszik.
costa cafe	https://www.facebook.com/169705365233	
Costa Coffee Portugal	https://www.facebook.com/115505288593894	Uma gota de história em cada chávena  O Costa Coffee foi pela primeira vez servido em 1971, na Newport Street, 9, em Londres, pelas mãos de Sergio e Bruno Costa. Hoje, a poucos metros de distância de onde eles iniciaram o seu negócio, a fábrica de torrefação Costa produz ainda a mesma mistura única de Mocha Italia que os irmãos Costa trabalharam tão arduamente para criar.  A combinação perfeita  Quando entra num Costa Coffee verá que é diferente de outros cafés. Em primeiro, temos a atmosfera calorosa e acolhedora. Depois, a variada oferta de bebidas de café autênticas. De seguida, o “Ferrari” das máquinas de café. E, finalmente, os baristas mais apaixonados e bem treinados para o servir. É esta combinação única que nos faz destacar dos outros, e da qual estamos tão orgulhosos.  O ingrediente mais importante numa chávena de café  Fazer à mão uma chávena de café é uma arte. Requer tempo e perícia para ficar perfeita. É por isso que cada barista, em qualquer Costa Coffee, é profissionalmente treinado na arte de servir café pelos nossos especialistas. É um pormenor, mas faz toda a diferença, porque significa que vai sempre saborear uma chávena de café Costa perfeita.  
Costa Coffee Poland	https://www.facebook.com/185648038144925	KROPLA HISTORII W KAŻDEJ FILIŻANCE  Początki Costa Coffee sięgają 1971 r., kiedy to w Londynie zaparzona została pierwsza filiżanka kawy Costa. Jej twórcami byli bracia Sergio i Bruno Costa. Dzisiaj, zaledwie kilka metrów od miejsca gdzie zaczęła się ich przygoda z kawą, Palarnia Costa kontynuuje produkcję tej samej, unikalnej mieszanki ziaren, nad której stworzeniem bracia tak ciężko pracowali.  STREFA WYBORNEGO SMAKU  Costa Coffee w Polsce  Białystok, ul. Czesława Miłosza 2, CH Galeria Biała Bydgoszcz, ul. Jagiellońska 39-47, CH Focus Mall Gdańsk, ul. Długa 5-8 Katowice, ul. Chorzowska 107, CH Silesia Katowice, ul. Stawowa 8 Kraków, ul. Podgórska 34, CH Galeria Kazimierz Lublin, ul. Lipowa 13, CH Lublin Plaza Łódź, ul. Jana Karskiego 5, CH Manufaktura Rzeszów, ul. Kościuszki 9 Warszawa, ul. Nowy Świat 49 Zakopane, ul. Zaruskiego 2   Costa jest już obecna w 25 krajach na całym świecie!  Zobacz gdzie można nas spotkać!  Arabia Saudyjska Bahrajn Bułgaria Chiny Cypr Czarnogóra Czechy Egipt Grecja Indie Irlandia Jordania Katar Kuwejt Liban Łotwa Oman Polska Portugalia Rosja Serbia Syria Węgry Wielka Brytania Zjednoczone Emiraty Arabskie   DOSKONAŁE POŁĄCZENIE  Costa Coffee to wyjątkowe miejsce. Przyjazna atmosfera, bogata gama kaw klasycznych i smakowych, a także najwyższej jakości sprzęt i świetnie przygotowany personel to znaki rozpoznawcze marki.  NAJLEPSZA KAWA, NAJLEPSI BARIŚCI  Przygotowanie pysznej kawy to nie tylko kwestia znakomitych ziaren. Niezbędni są również nasi perfekcyjnie wyszkoleni bariści. Ich umiejętności i doświadczenie, a także dbałość o szczegóły przy przygotowaniu każdej filiżanki kawy pozwalają zaserwować wyborny napój. 
Bagelmen's Costa Rica	https://www.facebook.com/319716504784634	San Pedro 800-212-1314 Barrio La California,de La Uam 200m Oeste.  Escazú 2289-4616 San Rafael Escazú, frente a Viveros Exotica.  Guachipelín 2228-3210 Del Centro Comercial Paco 200 mts norte, en Plaza Florencia.  Heredia 2560-4737 Centro Comercial Paseo de las Flores Segunda Etapa.  Rohrmoser 2296-0160 Plaza Mayor 150mts este.  Sabanilla Centro Comercial Beta contiguo a Universidad UNED  Guiones 2682-5448 Contiguo a Nosara Medical Center
Pizza Hut Costa Rica	https://www.facebook.com/264110819230	
Applebee's Costa Rica	https://www.facebook.com/44609861237	
Burger King	https://www.facebook.com/134341879936342	Hola. Qué bueno tenerte aquí. Estamos para darte gusto con las mejores hamburguesas a la parrilla, un montón de productos buenísimos, las mejores promociones y mucha diversión. Aquí conversaremos como amigos. Intercambiaremos ideas con vos y, sobre todo, te informaremos de primero de lo que ocurre en BK. Nos vemos y gracias, gracias, gracias por unirte a nuestro grupo de amigos.  Pura vida!!!
costa coffe	https://www.facebook.com/317293975643	http://www.costa.co.uk/
Subway Costa Rica	https://www.facebook.com/218472021539101	Centro Express: 2290-9494
Hooters Costa Rica	https://www.facebook.com/377534535598607	DELIGHTFULLY TACKY, YET UNREFINED!
CoSta CaFe In EgYpT	https://www.facebook.com/132244256786536	
Mastro's Restaurants	https://www.facebook.com/378782015226	
